Project_ID,Project_Type,Location_Zone,Land_Type,Land_Area_Acres,Number_of_Owners,Number_of_Parcels,Legal_Cases,Ownership_Disputes,Documents_Missing,Objections_Received,Affected_Families,Rehabilitation_Required,Government_Clearances,Compensation_Dispute,Previous_Acquisition_Delay,Planned_Duration_Days,Approval_Days,Actual_Duration_Days,Delayed
LA00901,Railway,Rural,Residential,23.49,10.0,12,0.0,2,1.0,3,11,No,3,No,No,419,97.0,414,0
LA00902,Road,Urban,Agricultural,52.66,10.0,13,0.0,1,0.0,1,15,No,1,No,No,340,55.0,358,0
LA00903,Road,Urban,Agricultural,33.56,7.0,14,1.0,2,3.0,3,11,No,3,Yes,No,288,86.0,280,0
LA00904,Railway,Rural,Agricultural,29.63,7.0,10,0.0,1,1.0,4,11,No,4,Yes,No,296,64.0,402,1
LA00905,Housing,Semi-Urban,Residential,28.56,10.0,16,1.0,2,1.0,5,13,Yes,3,No,No,384,84.0,451,1
LA00906,Industrial,Rural,Residential,13.98,,7,0.0,0,0.0,0,10,Yes,4,No,No,387,84.0,471,1
LA00907,Railway,Semi-Urban,Commercial,37.03,10.0,15,1.0,3,3.0,10,15,No,4,Yes,No,120,57.0,218,1
LA00908,Road,Semi-Urban,Residential,18.98,8.0,11,1.0,3,1.0,1,10,Yes,2,No,No,452,46.0,567,1
LA00909,Road,Urban,Mixed,7.59,9.0,12,1.0,0,2.0,4,12,Yes,7,Yes,No,455,83.0,593,1
LA00910,Road,Urban,Mixed,12.3,8.0,12,,1,1.0,3,12,No,4,No,Yes,416,57.0,432,0
LA00911,Airport,Rural,Commercial,28.97,8.0,12,1.0,1,2.0,4,13,Yes,5,No,No,380,71.0,385,0
LA00912,Housing,Urban,Agricultural,49.78,11.0,14,1.0,2,3.0,3,14,Yes,6,Yes,No,474,123.0,663,1
LA00913,Housing,Semi-Urban,Commercial,58.84,5.0,9,0.0,1,,3,7,No,2,Yes,No,395,68.0,398,0
LA00914,Housing,Urban,Commercial,9.81,6.0,12,1.0,0,2.0,2,13,Yes,2,Yes,No,489,69.0,566,1
LA00915,Housing,Urban,Mixed,46.46,6.0,9,1.0,0,3.0,2,12,No,3,Yes,No,385,51.0,491,1
LA00916,Housing,Semi-Urban,Mixed,97.8,7.0,10,2.0,1,0.0,4,13,No,1,Yes,No,169,94.0,156,0
LA00917,Road,Rural,Agricultural,60.82,12.0,17,1.0,0,0.0,3,17,Yes,3,No,No,277,71.0,249,0
LA00918,Road,Rural,Commercial,36.02,6.0,8,0.0,2,1.0,4,13,No,2,No,No,532,52.0,526,0
LA00919,Road,Rural,Mixed,38.15,5.0,12,0.0,2,2.0,7,12,Yes,3,No,No,280,106.0,350,1
LA00920,Industrial,Urban,Residential,35.29,10.0,16,1.0,2,0.0,2,15,No,3,,No,335,60.0,404,1
LA00921,Road,Semi-Urban,Agricultural,22.19,5.0,9,2.0,1,5.0,3,8,No,1,No,Yes,536,72.0,684,1
LA00922,Housing,Urban,Commercial,62.78,12.0,19,1.0,0,2.0,1,14,No,3,No,No,389,32.0,404,0
LA00923,Industrial,Rural,Commercial,15.04,7.0,11,3.0,1,0.0,6,13,Yes,4,Yes,No,501,106.0,635,1
LA00924,Railway,Urban,Agricultural,37.38,11.0,19,3.0,2,1.0,2,17,Yes,4,No,No,193,65.0,269,1
LA00925,Road,Semi-Urban,Residential,7.45,9.0,11,1.0,1,1.0,1,14,No,2,No,No,430,70.0,421,0
LA00926,Road,Urban,Residential,,11.0,11,1.0,1,0.0,3,13,Yes,3,No,No,381,73.0,528,1
LA00927,Road,Rural,Agricultural,36.32,12.0,20,1.0,3,0.0,4,14,Yes,1,Yes,No,399,85.0,515,1
LA00928,Housing,Rural,Mixed,,7.0,11,0.0,1,0.0,5,9,No,6,No,No,365,78.0,368,0
LA00929,Industrial,Rural,Mixed,81.5,8.0,14,1.0,0,0.0,2,16,No,7,No,Yes,468,51.0,473,0
LA00930,Airport,Urban,Agricultural,30.61,12.0,17,0.0,1,1.0,4,16,No,2,No,No,451,59.0,437,0
LA00931,Road,Rural,Residential,11.17,8.0,10,2.0,0,0.0,3,17,Yes,3,No,No,351,77.0,346,0
LA00932,Railway,Urban,Mixed,103.43,5.0,7,2.0,3,1.0,1,6,No,3,No,No,341,70.0,347,0
LA00933,Railway,Urban,Commercial,26.98,12.0,17,0.0,0,3.0,1,16,No,9,Yes,Yes,491,68.0,575,1
LA00934,Airport,Urban,Agricultural,17.41,6.0,9,2.0,1,1.0,3,12,Yes,3,No,No,242,71.0,384,1
LA00935,Airport,Urban,Agricultural,38.69,5.0,9,1.0,1,0.0,1,8,Yes,4,No,Yes,330,68.0,460,1
LA00936,Road,Semi-Urban,Residential,12.39,10.0,15,2.0,2,2.0,5,14,Yes,6,Yes,No,406,99.0,490,1
LA00937,Housing,Urban,Mixed,22.19,14.0,17,0.0,2,2.0,3,18,No,1,No,No,463,76.0,481,0
LA00938,Road,Semi-Urban,Commercial,75.37,5.0,6,2.0,1,1.0,2,6,No,1,No,Yes,312,76.0,324,0
LA00939,Housing,Semi-Urban,Agricultural,27.48,10.0,14,1.0,2,2.0,4,13,No,5,No,No,234,71.0,240,0
LA00940,Road,Rural,Mixed,44.59,9.0,11,1.0,1,0.0,3,12,No,5,No,No,411,68.0,428,0
LA00941,Road,Semi-Urban,Commercial,77.59,8.0,9,1.0,0,1.0,4,13,No,3,No,Yes,412,46.0,404,0
LA00942,Housing,Semi-Urban,Mixed,26.84,11.0,15,5.0,1,3.0,1,17,No,5,Yes,Yes,317,123.0,576,1
LA00943,Road,Urban,Agricultural,16.81,6.0,8,1.0,1,0.0,2,8,No,5,No,No,382,77.0,463,1
LA00944,Railway,Rural,Agricultural,50.42,7.0,13,2.0,2,3.0,5,10,Yes,5,No,No,452,63.0,558,1
LA00945,Railway,Urban,Mixed,10.77,7.0,9,3.0,1,1.0,3,12,No,1,No,No,374,64.0,639,1
LA00946,Road,Urban,Mixed,15.29,15.0,19,3.0,4,1.0,1,16,Yes,2,No,No,284,97.0,417,1
LA00947,Airport,Urban,Mixed,8.9,11.0,13,1.0,0,2.0,0,15,Yes,4,Yes,No,445,61.0,446,0
LA00948,Housing,Semi-Urban,Mixed,73.98,13.0,13,1.0,1,0.0,2,16,Yes,3,No,No,321,86.0,296,0
LA00949,Housing,Semi-Urban,Agricultural,34.38,12.0,15,0.0,0,1.0,2,17,Yes,4,Yes,Yes,337,39.0,450,1
LA00950,Road,Semi-Urban,Residential,51.71,7.0,10,1.0,1,1.0,4,10,No,5,No,Yes,324,59.0,576,1
LA00951,Railway,Urban,Agricultural,16.16,8.0,14,3.0,1,0.0,1,12,No,5,No,No,500,62.0,492,0
LA00952,Road,Semi-Urban,Mixed,43.38,6.0,11,1.0,3,0.0,2,10,Yes,4,No,Yes,398,128.0,569,1
LA00953,Road,Semi-Urban,Agricultural,44.43,,8,1.0,0,0.0,4,9,Yes,5,No,No,372,,369,0
LA00954,Road,Urban,Mixed,103.09,8.0,14,0.0,1,5.0,1,15,No,1,No,No,172,43.0,134,0
LA00955,Housing,Semi-Urban,Mixed,48.74,7.0,11,0.0,3,1.0,4,9,No,3,No,No,581,50.0,632,1
LA00956,Housing,Semi-Urban,Mixed,58.75,6.0,13,2.0,0,1.0,3,12,No,4,No,No,238,,293,1
LA00957,Airport,Semi-Urban,Mixed,36.35,5.0,12,,0,4.0,4,9,Yes,4,No,No,376,96.0,375,0
LA00958,Railway,Urban,Agricultural,1.98,10.0,14,1.0,0,1.0,0,21,No,3,No,No,201,62.0,312,1
LA00959,Railway,Semi-Urban,Agricultural,40.73,9.0,16,1.0,1,0.0,3,10,Yes,1,No,Yes,310,57.0,278,0
LA00960,Railway,Urban,Mixed,28.82,7.0,16,2.0,4,1.0,1,12,No,4,No,No,280,72.0,272,0
LA00961,Railway,Urban,Residential,27.78,,10,1.0,1,0.0,2,12,No,5,Yes,No,683,48.0,687,0
LA00962,Railway,Urban,Residential,22.98,6.0,12,2.0,0,3.0,3,13,No,3,No,No,426,53.0,434,0
LA00963,Road,Semi-Urban,Mixed,27.78,5.0,13,1.0,3,1.0,0,9,Yes,5,Yes,No,315,88.0,416,1
LA00964,Road,Urban,Commercial,,5.0,9,2.0,2,0.0,2,8,No,5,No,No,435,77.0,442,0
LA00965,Housing,Semi-Urban,Agricultural,55.06,7.0,11,1.0,0,2.0,0,13,No,2,No,No,421,32.0,429,0
LA00966,Railway,Urban,Residential,14.14,5.0,7,1.0,0,2.0,2,6,No,7,No,No,274,42.0,286,0
LA00967,Housing,Rural,Agricultural,94.47,11.0,16,1.0,0,2.0,4,14,No,3,No,No,383,76.0,385,0
LA00968,Road,Urban,Mixed,51.95,10.0,16,0.0,0,5.0,4,16,No,5,No,No,405,105.0,400,0
LA00969,Industrial,Semi-Urban,Commercial,65.0,5.0,9,1.0,1,2.0,1,7,Yes,5,Yes,Yes,372,71.0,384,0
LA00970,Road,Rural,Agricultural,15.04,7.0,9,2.0,1,0.0,3,12,Yes,8,Yes,No,364,99.0,425,1
LA00971,Road,Semi-Urban,Agricultural,21.74,5.0,9,0.0,1,0.0,5,6,No,3,No,No,412,49.0,427,0
LA00972,Road,Urban,Mixed,35.34,6.0,10,0.0,1,2.0,4,15,No,4,Yes,No,458,28.0,478,0
LA00973,Road,Semi-Urban,Mixed,32.92,8.0,11,0.0,2,2.0,5,8,No,4,No,No,435,88.0,614,1
LA00974,Housing,Rural,Agricultural,52.04,7.0,10,1.0,4,0.0,3,11,No,4,Yes,No,458,74.0,564,1
LA00975,Road,Rural,Commercial,33.01,9.0,13,2.0,2,1.0,1,12,No,2,Yes,Yes,292,70.0,288,0
LA00976,Industrial,Urban,Residential,97.73,10.0,14,2.0,3,0.0,3,12,No,1,No,No,300,68.0,397,1
LA00977,Railway,Rural,Agricultural,15.32,7.0,13,2.0,0,0.0,3,10,Yes,3,No,No,497,40.0,489,0
LA00978,Railway,Urban,Residential,12.73,6.0,13,0.0,1,1.0,2,16,No,3,No,No,230,44.0,252,0
LA00979,Railway,Urban,Agricultural,20.92,7.0,8,1.0,0,1.0,4,9,No,3,No,No,182,73.0,280,1
LA00980,Road,Semi-Urban,Agricultural,27.82,6.0,8,3.0,0,2.0,1,14,No,3,No,No,485,83.0,501,0
LA00981,Housing,Semi-Urban,Agricultural,68.79,4.0,9,2.0,2,2.0,3,6,No,7,No,No,446,55.0,434,0
LA00982,Housing,Semi-Urban,Residential,42.57,4.0,10,2.0,0,1.0,3,8,No,6,No,Yes,225,68.0,321,1
LA00983,Airport,Rural,Residential,2.57,6.0,9,1.0,4,0.0,3,9,No,2,No,Yes,243,81.0,370,1
LA00984,Railway,Urban,Residential,2.94,5.0,5,0.0,1,0.0,1,6,No,2,Yes,No,423,15.0,410,0
LA00985,Road,Semi-Urban,Commercial,29.78,11.0,17,2.0,2,1.0,2,18,No,2,Yes,No,233,76.0,347,1
LA00986,Housing,Semi-Urban,Residential,23.68,6.0,12,3.0,0,1.0,0,12,No,5,No,No,445,,442,0
LA00987,Road,Urban,Residential,30.43,12.0,16,1.0,1,0.0,4,15,No,2,No,No,184,69.0,262,1
LA00988,Road,Semi-Urban,Mixed,27.83,11.0,14,0.0,1,1.0,2,13,No,7,No,No,195,62.0,209,0
LA00989,Road,Rural,Residential,88.66,8.0,8,2.0,1,1.0,6,11,No,3,Yes,No,316,61.0,307,0
LA00990,Airport,Semi-Urban,Mixed,62.06,10.0,14,1.0,2,1.0,4,14,No,3,No,No,278,56.0,268,0
LA00991,Industrial,Urban,Commercial,21.8,6.0,8,1.0,0,2.0,3,7,No,3,No,No,500,86.0,517,0
LA00992,Airport,Semi-Urban,Commercial,32.57,7.0,9,0.0,1,1.0,1,8,No,5,No,No,329,30.0,293,0
LA00993,Airport,Rural,Agricultural,26.14,8.0,13,3.0,0,0.0,4,13,No,4,No,No,450,43.0,556,1
LA00994,Road,Rural,Residential,4.62,7.0,9,0.0,0,1.0,2,9,No,1,No,No,252,38.0,268,0
LA00995,Housing,Semi-Urban,Mixed,22.61,4.0,8,2.0,1,1.0,5,5,No,6,No,Yes,469,74.0,569,1
LA00996,Railway,Semi-Urban,Mixed,22.86,10.0,15,1.0,0,1.0,4,20,No,1,No,No,407,59.0,517,1
LA00997,Industrial,Semi-Urban,Agricultural,19.05,6.0,11,0.0,0,0.0,3,9,No,7,No,No,409,42.0,409,0
LA00998,Road,Rural,Mixed,22.09,11.0,17,2.0,1,0.0,5,16,Yes,2,No,Yes,294,63.0,282,0
LA00999,Housing,Rural,Agricultural,26.53,11.0,16,1.0,0,1.0,0,18,No,4,No,No,403,63.0,407,0
LA01000,Road,Rural,Mixed,44.99,9.0,13,4.0,1,2.0,2,13,No,3,No,No,289,108.0,300,0
LA01001,Road,Semi-Urban,Mixed,20.3,11.0,15,0.0,0,0.0,1,18,No,4,No,No,354,73.0,390,0
LA01002,Railway,Urban,Residential,75.58,7.0,8,2.0,2,,3,14,No,4,No,Yes,511,50.0,698,1
LA01003,Road,Semi-Urban,Mixed,15.17,,9,1.0,1,1.0,7,11,No,3,Yes,No,466,68.0,559,1
LA01004,Road,Urban,Mixed,67.3,10.0,12,4.0,1,1.0,1,13,No,4,No,No,187,56.0,194,0
LA01005,Industrial,Urban,Commercial,40.15,7.0,11,1.0,0,0.0,2,10,No,4,Yes,No,327,57.0,394,1
LA01006,Railway,Semi-Urban,Residential,11.77,9.0,14,0.0,3,1.0,2,14,No,4,No,Yes,314,81.0,322,0
LA01007,Housing,Semi-Urban,Mixed,26.02,5.0,6,1.0,2,1.0,3,9,Yes,3,No,Yes,453,97.0,644,1
LA01008,Road,Rural,Commercial,90.84,11.0,16,1.0,1,2.0,6,13,No,6,Yes,Yes,500,104.0,709,1
LA01009,Airport,Rural,Agricultural,15.41,5.0,8,1.0,2,1.0,3,7,No,4,No,No,420,77.0,444,0
LA01010,Railway,Rural,Mixed,92.5,5.0,8,0.0,1,1.0,7,10,No,4,Yes,No,436,65.0,428,0
LA01011,Industrial,Rural,Agricultural,45.87,9.0,12,1.0,2,2.0,6,14,Yes,8,No,No,451,55.0,620,1
LA01012,Industrial,Rural,Mixed,40.63,13.0,16,1.0,2,2.0,6,18,No,4,No,Yes,327,87.0,336,0
LA01013,Railway,Urban,Commercial,44.05,6.0,11,3.0,5,5.0,1,10,Yes,3,No,No,633,126.0,763,1
LA01014,Housing,Semi-Urban,Residential,25.52,11.0,14,1.0,0,,2,14,No,2,No,Yes,440,86.0,434,0
LA01015,Road,Urban,Mixed,15.99,8.0,11,0.0,1,1.0,2,13,No,5,Yes,No,330,87.0,424,1
LA01016,Road,Urban,Agricultural,33.64,5.0,7,1.0,0,1.0,2,10,No,5,Yes,No,165,56.0,236,1
LA01017,Industrial,Urban,Agricultural,41.66,6.0,10,1.0,1,1.0,3,9,Yes,3,No,Yes,131,59.0,261,1
LA01018,Housing,Rural,Agricultural,47.32,8.0,11,2.0,1,1.0,2,11,No,3,No,No,426,44.0,431,0
LA01019,Road,Rural,Residential,46.06,7.0,10,0.0,5,2.0,5,10,No,5,Yes,No,466,110.0,550,1
LA01020,Railway,Rural,Commercial,54.3,9.0,13,1.0,0,1.0,0,14,Yes,3,No,No,206,51.0,200,0
LA01021,Housing,Rural,Agricultural,115.61,5.0,9,2.0,0,2.0,0,7,No,5,No,No,229,50.0,299,1
LA01022,Airport,Rural,Mixed,39.23,5.0,13,1.0,0,0.0,0,11,Yes,5,No,No,577,38.0,688,1
LA01023,Housing,Urban,Mixed,73.02,12.0,19,1.0,1,1.0,4,16,Yes,4,No,No,346,122.0,465,1
LA01024,Railway,Rural,Mixed,48.51,9.0,14,2.0,0,0.0,2,15,No,2,Yes,No,330,65.0,414,1
LA01025,Industrial,Rural,Residential,123.48,7.0,8,1.0,0,2.0,3,11,No,7,No,Yes,391,67.0,406,0
LA01026,Road,Rural,Commercial,35.33,8.0,9,3.0,3,2.0,3,15,No,1,Yes,Yes,380,92.0,548,1
LA01027,Housing,Urban,Residential,32.6,7.0,8,1.0,1,1.0,4,11,No,3,No,No,196,51.0,199,0
LA01028,Railway,Urban,Mixed,70.04,9.0,13,1.0,1,1.0,2,13,No,6,No,No,492,84.0,674,1
LA01029,Airport,Rural,Agricultural,70.1,13.0,17,0.0,1,2.0,2,16,Yes,4,No,No,385,70.0,476,1
LA01030,Railway,Urban,Mixed,27.13,6.0,8,1.0,1,2.0,2,11,Yes,7,No,Yes,568,80.0,689,1
LA01031,Industrial,Semi-Urban,Agricultural,47.32,10.0,12,1.0,0,1.0,3,14,No,5,No,No,428,117.0,551,1
LA01032,Airport,Semi-Urban,Residential,54.67,6.0,9,1.0,2,3.0,2,10,No,4,No,No,376,60.0,376,0
LA01033,Railway,Urban,Mixed,52.63,7.0,11,3.0,1,1.0,3,13,Yes,4,No,Yes,336,93.0,478,1
LA01034,Housing,Urban,Agricultural,44.1,8.0,15,1.0,0,2.0,2,11,Yes,7,Yes,No,512,117.0,632,1
LA01035,Railway,Rural,Mixed,6.91,11.0,14,4.0,1,2.0,2,15,No,5,Yes,No,317,69.0,308,0
LA01036,Industrial,Rural,Mixed,53.14,10.0,13,1.0,1,0.0,5,16,No,4,No,Yes,346,49.0,404,1
LA01037,Road,Rural,Agricultural,54.81,5.0,9,1.0,0,3.0,4,8,Yes,3,No,No,291,80.0,291,0
LA01038,Railway,Urban,Agricultural,45.33,7.0,9,2.0,1,2.0,7,13,No,4,No,No,259,58.0,365,1
LA01039,Railway,Urban,Agricultural,24.93,5.0,13,0.0,0,2.0,3,9,No,4,No,Yes,364,92.0,477,1
LA01040,Road,Semi-Urban,Mixed,85.04,7.0,12,0.0,0,1.0,1,9,No,5,No,Yes,120,55.0,99,0
LA01041,Road,Semi-Urban,Mixed,15.73,9.0,11,2.0,0,4.0,2,18,No,2,No,Yes,322,86.0,501,1
LA01042,Industrial,Urban,Agricultural,70.94,4.0,10,,0,3.0,2,5,Yes,4,No,Yes,354,79.0,352,0
LA01043,Industrial,Rural,Commercial,15.56,8.0,12,0.0,0,,3,12,No,5,No,No,310,60.0,312,0
LA01044,Industrial,Rural,Residential,65.3,10.0,12,2.0,0,2.0,4,15,No,3,Yes,Yes,430,57.0,559,1
LA01045,Road,Semi-Urban,Commercial,16.17,9.0,11,0.0,0,2.0,3,12,Yes,8,No,No,218,,298,1
LA01046,Road,Semi-Urban,Mixed,62.81,8.0,10,0.0,0,1.0,5,9,No,4,No,No,439,56.0,432,0
LA01047,Road,Semi-Urban,Mixed,97.36,9.0,13,0.0,0,1.0,2,16,Yes,4,No,No,472,41.0,534,1
LA01048,Airport,Urban,Agricultural,97.6,6.0,10,2.0,0,6.0,5,10,Yes,5,No,No,537,97.0,677,1
LA01049,Housing,Urban,Agricultural,84.1,6.0,12,0.0,2,1.0,2,10,No,3,No,No,486,76.0,574,1
LA01050,Road,Semi-Urban,Residential,,11.0,12,2.0,1,1.0,3,15,No,4,Yes,No,376,69.0,458,1
LA01051,Industrial,Semi-Urban,Residential,21.8,10.0,15,1.0,1,1.0,1,12,No,6,No,No,401,93.0,462,1
LA01052,Road,Semi-Urban,Agricultural,31.24,7.0,12,1.0,2,2.0,5,12,No,8,No,No,352,19.0,453,1
LA01053,Road,Rural,Mixed,67.46,8.0,15,3.0,1,3.0,7,10,No,3,No,No,244,55.0,238,0
LA01054,Road,Urban,Agricultural,52.58,12.0,13,1.0,6,0.0,4,14,Yes,4,No,Yes,381,92.0,495,1
LA01055,Road,Urban,Agricultural,130.61,9.0,18,0.0,1,1.0,1,16,No,3,Yes,No,263,34.0,329,1
LA01056,Industrial,Urban,Commercial,23.52,11.0,13,1.0,1,0.0,5,18,No,3,Yes,No,402,85.0,518,1
LA01057,Housing,Urban,Residential,101.65,7.0,8,1.0,0,2.0,4,9,Yes,5,Yes,Yes,417,79.0,485,1
LA01058,Road,Semi-Urban,Residential,33.06,8.0,11,,2,4.0,1,11,No,3,No,Yes,327,56.0,491,1
LA01059,Railway,Rural,Mixed,15.51,8.0,13,0.0,1,2.0,2,11,No,2,Yes,No,503,81.0,604,1
LA01060,Airport,Rural,Residential,43.07,5.0,10,0.0,2,1.0,3,10,Yes,4,No,No,320,98.0,405,1
LA01061,Housing,Semi-Urban,Agricultural,51.68,5.0,8,1.0,1,1.0,2,7,Yes,2,No,No,530,80.0,511,0
LA01062,Industrial,Semi-Urban,Agricultural,79.11,16.0,22,0.0,0,0.0,3,20,Yes,2,Yes,No,371,39.0,428,1
LA01063,Road,Urban,Residential,23.44,6.0,9,0.0,0,2.0,1,11,No,3,No,Yes,345,40.0,373,0
LA01064,Industrial,Semi-Urban,Residential,43.06,3.0,8,1.0,1,2.0,2,7,No,6,No,No,434,45.0,553,1
LA01065,Road,Urban,Residential,35.62,8.0,13,3.0,1,2.0,1,13,No,10,No,No,233,74.0,231,0
LA01066,Housing,Rural,Agricultural,27.06,7.0,12,3.0,1,0.0,0,10,No,1,No,No,301,75.0,401,1
LA01067,Railway,Semi-Urban,Mixed,95.04,7.0,12,0.0,0,1.0,1,11,Yes,4,No,Yes,454,71.0,506,1
LA01068,Industrial,Urban,Agricultural,52.19,5.0,10,3.0,0,2.0,2,11,No,6,No,Yes,215,,188,0
LA01069,Road,Urban,Agricultural,4.09,7.0,12,2.0,1,0.0,2,10,Yes,6,No,No,270,107.0,449,1
LA01070,Railway,Urban,Agricultural,43.56,5.0,12,1.0,2,0.0,6,10,No,6,Yes,No,300,73.0,374,1
LA01071,Housing,Rural,Mixed,8.6,11.0,14,0.0,1,,1,17,No,3,No,Yes,455,40.0,471,0
LA01072,Industrial,Urban,Residential,40.58,2.0,4,2.0,1,4.0,3,2,No,2,No,No,349,62.0,516,1
LA01073,Railway,Urban,Mixed,10.1,8.0,10,0.0,3,1.0,6,10,Yes,6,No,Yes,345,103.0,411,1
LA01074,Housing,Urban,Agricultural,52.35,5.0,10,1.0,0,2.0,4,6,No,3,No,No,335,70.0,347,0
LA01075,Housing,Rural,Mixed,8.48,7.0,12,0.0,1,,5,14,No,2,No,No,367,52.0,379,0
LA01076,Road,Semi-Urban,Agricultural,,10.0,16,0.0,1,0.0,4,15,No,2,No,No,120,74.0,196,1
LA01077,Railway,Semi-Urban,Residential,60.48,9.0,12,2.0,2,2.0,2,12,No,6,No,No,501,79.0,631,1
LA01078,Railway,Semi-Urban,Agricultural,35.18,6.0,11,1.0,3,3.0,4,11,No,3,No,No,542,71.0,554,0
LA01079,Industrial,Urban,Residential,10.99,12.0,19,2.0,1,4.0,4,15,No,4,No,Yes,349,60.0,360,0
LA01080,Road,Rural,Mixed,91.22,7.0,10,2.0,1,0.0,4,12,Yes,5,No,Yes,403,72.0,507,1
LA01081,Road,Urban,Commercial,25.85,6.0,7,1.0,1,3.0,2,11,No,2,No,No,271,60.0,273,0
LA01082,Housing,Urban,Commercial,29.23,7.0,11,1.0,1,1.0,1,14,No,3,No,No,360,51.0,493,1
LA01083,Housing,Semi-Urban,Residential,31.23,12.0,13,0.0,1,1.0,2,21,Yes,5,No,No,355,35.0,322,0
LA01084,Housing,Urban,Commercial,55.28,6.0,12,0.0,0,1.0,6,9,Yes,3,No,No,390,77.0,504,1
LA01085,Housing,Urban,Agricultural,27.39,9.0,14,0.0,0,1.0,4,14,No,6,No,No,327,68.0,325,0
LA01086,Airport,Rural,Mixed,32.15,10.0,12,0.0,1,3.0,3,12,No,3,No,Yes,233,60.0,230,0
LA01087,Airport,Semi-Urban,Commercial,74.15,5.0,8,3.0,2,3.0,5,8,Yes,4,No,No,265,127.0,349,1
LA01088,Airport,Urban,Agricultural,68.21,4.0,9,0.0,1,0.0,1,7,No,4,No,No,330,43.0,316,0
LA01089,Railway,Urban,Mixed,30.71,7.0,12,0.0,1,0.0,3,10,No,4,Yes,No,171,72.0,184,0
LA01090,Railway,Rural,Agricultural,31.5,9.0,15,5.0,1,0.0,1,12,Yes,4,Yes,No,354,83.0,492,1
LA01091,Road,Urban,Agricultural,2.45,4.0,6,3.0,0,0.0,1,5,No,3,No,No,335,,516,1
LA01092,Industrial,Urban,Residential,40.08,7.0,10,1.0,0,2.0,5,11,Yes,2,No,No,245,61.0,392,1
LA01093,Road,Semi-Urban,Commercial,62.0,6.0,8,0.0,2,2.0,5,9,Yes,8,No,Yes,449,63.0,503,1
LA01094,Road,Semi-Urban,Agricultural,26.3,5.0,11,2.0,1,0.0,1,8,Yes,4,No,No,341,62.0,360,0
LA01095,Industrial,Rural,Residential,82.58,7.0,8,2.0,0,0.0,3,14,No,5,Yes,No,587,65.0,648,1
LA01096,Railway,Semi-Urban,Mixed,7.55,6.0,8,1.0,0,0.0,2,12,No,5,No,No,442,24.0,470,0
LA01097,Road,Urban,Residential,17.22,8.0,14,2.0,2,0.0,5,14,Yes,3,No,Yes,435,106.0,571,1
LA01098,Housing,Semi-Urban,Commercial,78.39,8.0,16,2.0,1,1.0,0,10,No,2,Yes,Yes,435,69.0,429,0
LA01099,Housing,Semi-Urban,Residential,60.38,5.0,9,3.0,3,1.0,2,12,No,2,Yes,No,599,83.0,587,0
LA01100,Road,Urban,Agricultural,7.08,10.0,16,3.0,0,,0,12,No,5,No,No,449,23.0,539,1
LA01101,Road,Semi-Urban,Mixed,8.57,5.0,11,2.0,0,2.0,5,6,Yes,6,No,Yes,256,110.0,368,1
LA01102,Road,Urban,Residential,52.9,6.0,10,4.0,1,0.0,4,7,No,3,No,No,258,96.0,259,0
LA01103,Airport,Rural,Commercial,45.69,5.0,13,3.0,1,2.0,2,7,Yes,7,Yes,No,203,64.0,352,1
LA01104,Housing,Rural,Commercial,28.86,6.0,11,0.0,0,0.0,2,7,No,1,No,No,190,73.0,199,0
LA01105,Road,Semi-Urban,Mixed,80.75,4.0,9,3.0,2,1.0,3,10,Yes,4,No,No,275,88.0,530,1
LA01106,Airport,Rural,Residential,20.9,9.0,11,0.0,1,3.0,1,12,No,3,No,No,370,77.0,476,1
LA01107,Road,Rural,Mixed,4.37,9.0,11,2.0,2,0.0,3,14,No,5,Yes,No,120,45.0,116,0
LA01108,Railway,Urban,Agricultural,55.27,9.0,15,0.0,0,1.0,6,13,Yes,6,No,Yes,422,75.0,475,1
LA01109,Housing,Semi-Urban,Agricultural,63.69,12.0,13,1.0,1,4.0,3,15,No,5,Yes,No,311,49.0,402,1
LA01110,Road,Semi-Urban,Agricultural,21.89,8.0,17,1.0,1,0.0,0,11,No,7,No,No,486,62.0,468,0
LA01111,Road,Urban,Agricultural,13.35,5.0,9,1.0,1,1.0,2,7,No,5,Yes,No,612,37.0,710,1
LA01112,Railway,Semi-Urban,Agricultural,4.63,13.0,16,3.0,1,,3,17,No,4,No,No,535,85.0,527,0
LA01113,Industrial,Urban,Residential,34.69,10.0,12,,0,1.0,1,17,Yes,4,Yes,No,234,87.0,231,0
LA01114,Housing,Rural,Agricultural,44.12,6.0,6,4.0,5,1.0,2,15,Yes,6,No,No,409,121.0,555,1
LA01115,Housing,Semi-Urban,Commercial,66.78,8.0,9,0.0,1,1.0,5,12,No,3,Yes,No,423,51.0,403,0
LA01116,Road,Rural,Agricultural,46.01,5.0,10,1.0,2,,5,9,No,2,Yes,Yes,635,69.0,743,1
LA01117,Road,Semi-Urban,Residential,23.27,10.0,15,1.0,0,1.0,3,15,No,5,Yes,No,539,53.0,717,1
LA01118,Airport,Urban,Agricultural,40.08,8.0,10,0.0,1,0.0,4,12,No,6,Yes,No,417,58.0,538,1
LA01119,Road,Rural,Agricultural,69.02,8.0,12,0.0,1,,2,12,No,1,No,No,357,36.0,348,0
LA01120,Housing,Urban,Commercial,43.72,8.0,12,0.0,0,2.0,3,12,No,3,No,No,253,46.0,247,0
LA01121,Industrial,Urban,Mixed,62.54,5.0,12,1.0,3,1.0,3,11,No,2,No,No,305,98.0,290,0
